datetime,feature_1,feature_2,feature_3,observation,prediction,feature_4,feature_5,feature_6
3/2/12,621,8.239747402,0.51450533,0.687,7.3399,0.070796108,5.5,8218.2
4/26/12,621,8.239747402,0.51450533,0.687,6.3396,0.070796108,5.5,8218.2
5/11/12,621,8.239747402,0.51450533,0.687,34.4259,0.070796108,5.5,8218.2
2/6/13,621,8.779166278,0.560652662,0.687,4.3498,0.070796108,5.5,8218.2
5/13/15,621,7.391037972,0.556961347,0.687,36.7477,0.070796108,5.5,8218.2
6/15/98,621,7.031450484,0.532734309,1.701,28.9435,0.070796108,5.75,8218.2
5/10/01,621,7.06104093,0.518690999,1.701,5.6249,0.070796108,5.75,8218.2
1/27/02,621,7.220890051,0.547730285,1.701,4.0641,0.070796108,5.75,8218.2
1/17/03,621,7.497837963,0.525457435,1.701,4.8239,0.070796108,5.75,8218.2
5/8/03,621,7.497837963,0.525457435,1.701,14.2152,0.070796108,5.75,8218.2
5/16/03,621,7.497837963,0.525457435,1.701,47.1935,0.070796108,5.75,8218.2
5/14/04,621,7.735733059,0.498496046,1.701,56.2735,0.070796108,5.75,8218.2
3/28/07,621,7.559694957,0.463034761,1.701,100.9166,0.070796108,5.75,8218.2
1/30/09,621,7.757837757,0.486878693,1.701,4.8868,0.070796108,5.75,8218.2
3/29/09,621,7.757837757,0.486878693,1.701,19.2845,0.070796108,5.75,8218.2
4/9/09,621,7.757837757,0.486878693,1.701,14.8387,0.070796108,5.75,8218.2
7/29/19,621,7.569080473,0.520995957,1.697,55.9058,0.070796108,5.75,8218.2
5/4/17,621,7.419765529,0.558188535,3.289,13.3216,0.070796108,5.875,8218.2
12/3/19,621,7.569080473,0.520995957,3.289,9.0526,0.070796108,5.875,8218.2
1/7/98,621,7.031450484,0.532734309,5.615,5.0174,0.070796108,6,8218.2
3/31/99,621,7.031450484,0.532734309,5.615,114.2662,0.070796108,6,8218.2
1/26/01,621,7.06104093,0.518690999,5.615,7.9275,0.070796108,6,8218.2
1/27/01,621,7.06104093,0.518690999,5.615,5.9456,0.070796108,6,8218.2
5/1/01,621,7.06104093,0.518690999,5.615,56.0556,0.070796108,6,8218.2
5/27/03,621,7.497837963,0.525457435,5.615,42.2848,0.070796108,6,8218.2
6/12/03,621,7.497837963,0.525457435,5.615,18.3804,0.070796108,6,8218.2
5/21/06,621,7.516260985,0.527659703,5.615,70.8512,0.070796108,6,8218.2
1/8/07,621,7.559694957,0.463034761,5.615,7.011,0.070796108,6,8218.2
1/27/08,621,7.733860277,0.501219311,5.615,6.3408,0.070796108,6,8218.2
1/21/09,621,7.757837757,0.486878693,5.615,5.9244,0.070796108,6,8218.2
1/7/10,621,7.510944573,0.512090883,5.615,7.1981,0.070796108,6,8218.2
7/31/10,621,7.510944573,0.512090883,5.615,24.5229,0.070796108,6,8218.2
4/11/11,621,7.700328526,0.446006687,5.615,66.7261,0.070796108,6,8218.2
4/23/11,621,7.700328526,0.446006687,5.615,49.4489,0.070796108,6,8218.2
6/14/11,621,7.700328526,0.446006687,5.615,41.7395,0.070796108,6,8218.2
2/29/12,621,8.239747402,0.51450533,5.615,8.882,0.070796108,6,8218.2
4/7/99,621,7.031450484,0.532734309,12.428,64.709,0.070796108,6.25,8218.2
6/25/03,621,7.497837963,0.525457435,12.428,76.4766,0.070796108,6.25,8218.2
6/16/05,621,7.732450805,0.410191869,12.428,9.2797,0.070796108,6.25,8218.2
5/18/06,621,7.516260985,0.527659703,12.428,11.4839,0.070796108,6.25,8218.2
5/7/08,621,7.733860277,0.501219311,12.428,36.505,0.070796108,6.25,8218.2
1/2/10,621,7.510944573,0.512090883,12.428,7.1705,0.070796108,6.25,8218.2
6/9/11,621,7.700328526,0.446006687,12.428,31.4237,0.070796108,6.25,8218.2
6/9/97,621,7.031450484,0.532734309,22.14,15.0628,0.070796108,6.5,8218.2
7/9/98,621,7.031450484,0.532734309,22.14,47.3198,0.070796108,6.5,8218.2
4/10/99,621,7.031450484,0.532734309,22.14,42.8728,0.070796108,6.5,8218.2
3/15/01,621,7.06104093,0.518690999,22.14,243.3075,0.070796108,6.5,8218.2
4/26/02,621,7.220890051,0.547730285,22.14,28.3197,0.070796108,6.5,8218.2
7/15/04,621,7.735733059,0.498496046,22.14,27.767,0.070796108,6.5,8218.2
7/19/04,621,7.735733059,0.498496046,22.14,90.5342,0.070796108,6.5,8218.2
6/8/07,621,7.559694957,0.463034761,22.14,44.8845,0.070796108,6.5,8218.2
6/9/08,621,7.733860277,0.501219311,22.14,49.228,0.070796108,6.5,8218.2
1/5/09,621,7.757837757,0.486878693,22.14,8.8574,0.070796108,6.5,8218.2
1/7/00,621,7.031450484,0.532734309,34.752,11.0576,0.070796108,6.75,8218.2
5/12/00,621,7.031450484,0.532734309,34.752,16.7096,0.070796108,6.75,8218.2
5/29/02,621,7.220890051,0.547730285,34.752,41.8059,0.070796108,6.75,8218.2
12/1/04,621,7.735733059,0.498496046,34.752,10.3761,0.070796108,6.75,8218.2
12/28/07,621,7.559694957,0.463034761,34.752,9.6757,0.070796108,6.75,8218.2
6/6/08,621,7.733860277,0.501219311,34.752,16.9867,0.070796108,6.75,8218.2
8/4/10,621,7.510944573,0.512090883,34.752,48.4341,0.070796108,6.75,8218.2
12/11/10,621,7.510944573,0.512090883,34.752,13.964,0.070796108,6.75,8218.2
6/11/13,621,8.779166278,0.560652662,36.883,12.3214,0.070796108,6.875,8218.2
1/1/14,621,8.266701534,0.545688794,36.905,8.7656,0.070796108,6.875,8218.2
10/30/19,621,7.569080473,0.520995957,36.91,23.4247,0.070796108,6.875,8218.2
9/8/98,621,7.031450484,0.532734309,32.256,50.7568,0.070796108,7,8218.2
12/20/02,621,7.220890051,0.547730285,32.256,9.8741,0.070796108,7,8218.2
12/17/05,621,7.732450805,0.410191869,32.256,18.3945,0.070796108,7,8218.2
5/29/06,621,7.516260985,0.527659703,32.256,47.3829,0.070796108,7,8218.2
11/24/10,621,7.510944573,0.512090883,32.256,22.9357,0.070796108,7,8218.2
6/7/13,621,8.779166278,0.560652662,28.501,66.1473,0.070796108,7.125,8218.2
12/10/17,621,7.419765529,0.558188535,28.487,17.7377,0.070796108,7.125,8218.2
8/28/98,621,7.031450484,0.532734309,25.63,55.8748,0.070796108,7.25,8218.2
9/4/98,621,7.031450484,0.532734309,25.63,89.2399,0.070796108,7.25,8218.2
12/14/02,621,7.220890051,0.547730285,25.63,10.8746,0.070796108,7.25,8218.2
6/2/03,621,7.497837963,0.525457435,25.63,33.9535,0.070796108,7.25,8218.2
12/13/05,621,7.732450805,0.410191869,25.63,18.1919,0.070796108,7.25,8218.2
7/26/08,621,7.733860277,0.501219311,25.63,48.2737,0.070796108,7.25,8218.2
6/2/09,621,7.757837757,0.486878693,25.63,13.1294,0.070796108,7.25,8218.2
7/2/09,621,7.757837757,0.486878693,25.63,43.6153,0.070796108,7.25,8218.2
9/15/10,621,7.510944573,0.512090883,25.63,104.5222,0.070796108,7.25,8218.2
8/19/98,621,7.031450484,0.532734309,22.548,115.3698,0.070796108,7.5,8218.2
8/20/98,621,7.031450484,0.532734309,22.548,142.6306,0.070796108,7.5,8218.2
10/24/98,621,7.031450484,0.532734309,22.548,53.5046,0.070796108,7.5,8218.2
6/20/01,621,7.06104093,0.518690999,22.548,28.7106,0.070796108,7.5,8218.2
12/18/01,621,7.06104093,0.518690999,22.548,11.9776,0.070796108,7.5,8218.2
6/30/06,621,7.516260985,0.527659703,22.548,123.4463,0.070796108,7.5,8218.2
7/6/11,621,7.700328526,0.446006687,22.548,49.3775,0.070796108,7.5,8218.2
11/16/12,621,8.239747402,0.51450533,22.548,23.2267,0.070796108,7.5,8218.2
7/4/00,621,7.031450484,0.532734309,23.009,58.2624,0.070796108,7.75,8218.2
12/18/00,621,7.031450484,0.532734309,23.009,13.4594,0.070796108,7.75,8218.2
3/21/01,621,7.06104093,0.518690999,23.009,23.5591,0.070796108,7.75,8218.2
11/13/03,621,7.497837963,0.525457435,23.009,33.5035,0.070796108,7.75,8218.2
8/5/07,621,7.559694957,0.463034761,23.009,46.0436,0.070796108,7.75,8218.2
9/1/07,621,7.559694957,0.463034761,23.009,138.0178,0.070796108,7.75,8218.2
12/7/07,621,7.559694957,0.463034761,23.009,16.2806,0.070796108,7.75,8218.2
5/26/08,621,7.733860277,0.501219311,23.009,14.2361,0.070796108,7.75,8218.2
6/29/08,621,7.733860277,0.501219311,23.009,34.5391,0.070796108,7.75,8218.2
5/21/09,621,7.757837757,0.486878693,23.009,62.7215,0.070796108,7.75,8218.2
7/6/12,621,8.239747402,0.51450533,23.009,61.3971,0.070796108,7.75,8218.2
9/7/17,621,7.419765529,0.558188535,28.854,65.6496,0.070796108,8.073,8218.2
10/2/17,621,7.419765529,0.558188535,43.056,234.3573,0.070796108,8.448,8218.2
9/14/13,621,8.779166278,0.560652662,133.483,122.071,0.070796108,9.573,8218.2
3/5/13,621,8.779166278,0.560652662,1.477,5.5444,0.070796108,5.349,8218.2
5/28/13,621,8.779166278,0.560652662,1.478,21.092,0.070796108,5.349,8218.2
2/9/14,621,8.266701534,0.545688794,1.478,4.8385,0.070796108,5.349,8218.2
4/8/17,621,7.419765529,0.558188535,1.48,27.8691,0.070796108,5.349,8218.2
2/9/13,621,8.779166278,0.560652662,0.749,4.5082,0.070796108,5.474,8218.2
4/15/17,621,7.419765529,0.558188535,0.742,17.6078,0.070796108,5.599,8218.2
1/22/14,621,8.266701534,0.545688794,7.967,5.8354,0.070796108,6.099,8218.2
7/10/17,621,7.419765529,0.558188535,37.978,31.9505,0.070796108,6.849,8218.2
10/19/19,621,7.569080473,0.520995957,23.98,53.1659,0.070796108,7.349,8218.2
12/14/13,621,8.779166278,0.560652662,22.792,12.4147,0.070796108,7.724,8218.2
9/2/13,621,8.779166278,0.560652662,31,64.8478,0.070796108,8.146,8218.2
7/26/17,621,7.419765529,0.558188535,30.988,89.8676,0.070796108,8.146,8218.2
10/24/17,621,7.419765529,0.558188535,40.62,102.3767,0.070796108,8.396,8218.2
10/1/13,621,8.779166278,0.560652662,172.772,188.1302,0.070796108,9.896,8218.2
9/24/19,621,7.569080473,0.520995957,245.138,341.7459,0.070796108,10.396,8218.2
4/21/15,621,7.391037972,0.556961347,1.725,4.794,0.070796108,5.323,8218.2
6/11/14,621,8.266701534,0.545688794,0.839,28.6141,0.070796108,5.448,8218.2
1/17/13,621,8.779166278,0.560652662,1.252,6.7114,0.070796108,5.698,8218.2
2/17/14,621,8.266701534,0.545688794,10.787,5.0821,0.070796108,6.198,8218.2
5/23/18,621,7.513362423,0.559692934,22.899,55.8908,0.070796108,7.448,8218.2
9/12/17,621,7.419765529,0.558188535,29.445,70.8625,0.070796108,8.094,8218.2
7/5/14,621,8.266701534,0.545688794,38.334,10.5164,0.070796108,8.344,8218.2
8/14/15,621,7.391037972,0.556961347,38.303,98.3837,0.070796108,8.344,8218.2
8/28/13,621,8.779166278,0.560652662,66.733,49.1778,0.070796108,8.844,8218.2
10/7/17,621,7.419765529,0.558188535,76.027,157.7814,0.070796108,8.969,8218.2
10/30/10,621,7.510944573,0.512090883,122.077,127.044,0.070796108,9.469,8218.2
9/12/19,621,7.569080473,0.520995957,236.942,68.9539,0.070796108,10.344,8218.2
3/18/13,621,8.779166278,0.560652662,0.963,13.5396,0.070796108,5.422,8218.2
7/15/15,621,7.391037972,0.556961347,30.522,21.502,0.070796108,6.672,8218.2
6/20/18,621,7.513362423,0.559692934,35.043,100.9886,0.070796108,6.922,8218.2
10/29/19,621,7.569080473,0.520995957,35.049,23.2853,0.070796108,6.922,8218.2
10/16/17,621,7.419765529,0.558188535,72.035,324.4529,0.070796108,8.917,8218.2
3/17/14,621,8.266701534,0.545688794,1.117,2.4448,0.070796108,5.396,8218.2
3/24/14,621,8.266701534,0.545688794,1.117,6.1099,0.070796108,5.396,8218.2
2/5/15,621,7.391037972,0.556961347,1.121,5.0486,0.070796108,5.396,8218.2
2/4/13,621,8.779166278,0.560652662,0.661,4.6693,0.070796108,5.521,8218.2
3/17/13,621,8.779166278,0.560652662,0.661,10.7843,0.070796108,5.521,8218.2
1/12/17,621,7.419765529,0.558188535,0.661,20.5694,0.070796108,5.521,8218.2
7/23/19,621,7.569080473,0.520995957,0.928,44.3272,0.070796108,5.646,8218.2
1/17/14,621,8.266701534,0.545688794,13.123,6.3828,0.070796108,6.271,8218.2
6/22/15,621,7.391037972,0.556961347,36.075,72.3549,0.070796108,6.896,8218.2
8/11/17,621,7.419765529,0.558188535,31.569,53.0978,0.070796108,7.021,8218.2
5/21/99,621,7.031450484,0.532734309,34.19,87.2166,0.070796108,8.24,8218.2
7/17/01,621,7.06104093,0.518690999,34.19,32.5506,0.070796108,8.24,8218.2
8/3/03,621,7.497837963,0.525457435,34.19,74.1093,0.070796108,8.24,8218.2
9/6/05,621,7.732450805,0.410191869,34.19,80.2985,0.070796108,8.24,8218.2
10/25/17,621,7.419765529,0.558188535,39.217,95.0125,0.070796108,8.365,8218.2
5/22/99,621,7.031450484,0.532734309,45.139,114.3298,0.070796108,8.49,8218.2
12/1/01,621,7.06104093,0.518690999,45.139,19.5538,0.070796108,8.49,8218.2
11/2/04,621,7.735733059,0.498496046,45.139,23.9473,0.070796108,8.49,8218.2
11/20/06,621,7.516260985,0.527659703,45.139,18.8976,0.070796108,8.49,8218.2
10/2/07,621,7.559694957,0.463034761,45.139,88.4274,0.070796108,8.49,8218.2
7/12/08,621,7.733860277,0.501219311,45.139,46.1337,0.070796108,8.49,8218.2
8/15/08,621,7.733860277,0.501219311,45.139,58.0771,0.070796108,8.49,8218.2
11/22/08,621,7.733860277,0.501219311,45.139,35.6058,0.070796108,8.49,8218.2
8/21/09,621,7.757837757,0.486878693,45.139,157.8773,0.070796108,8.49,8218.2
7/28/11,621,7.700328526,0.446006687,45.139,70.5523,0.070796108,8.49,8218.2
10/27/12,621,8.239747402,0.51450533,45.139,47.2837,0.070796108,8.49,8218.2
9/16/99,621,7.031450484,0.532734309,59.631,62.4624,0.070796108,8.74,8218.2
11/29/99,621,7.031450484,0.532734309,59.631,44.5418,0.070796108,8.74,8218.2
11/26/01,621,7.06104093,0.518690999,59.631,23.3382,0.070796108,8.74,8218.2
9/13/05,621,7.732450805,0.410191869,59.631,49.709,0.070796108,8.74,8218.2
11/13/05,621,7.732450805,0.410191869,59.631,64.7038,0.070796108,8.74,8218.2
11/14/07,621,7.559694957,0.463034761,59.631,43.2047,0.070796108,8.74,8218.2
11/23/99,621,7.031450484,0.532734309,77.666,56.9002,0.070796108,8.99,8218.2
8/12/00,621,7.031450484,0.532734309,77.666,60.8989,0.070796108,8.99,8218.2
6/28/01,621,7.06104093,0.518690999,77.666,71.4759,0.070796108,8.99,8218.2
11/11/02,621,7.220890051,0.547730285,77.666,23.9828,0.070796108,8.99,8218.2
7/3/07,621,7.559694957,0.463034761,77.666,76.1041,0.070796108,8.99,8218.2
8/22/07,621,7.559694957,0.463034761,77.666,55.0947,0.070796108,8.99,8218.2
8/10/09,621,7.757837757,0.486878693,77.666,44.0705,0.070796108,8.99,8218.2
6/20/11,621,7.700328526,0.446006687,77.666,72.9126,0.070796108,8.99,8218.2
7/18/11,621,7.700328526,0.446006687,77.666,31.6161,0.070796108,8.99,8218.2
9/27/12,621,8.239747402,0.51450533,77.666,239.9053,0.070796108,8.99,8218.2
9/23/98,621,7.031450484,0.532734309,99.244,113.3303,0.070796108,9.24,8218.2
7/12/01,621,7.06104093,0.518690999,99.244,60.7033,0.070796108,9.24,8218.2
9/19/06,621,7.516260985,0.527659703,99.244,136.6566,0.070796108,9.24,8218.2
8/20/07,621,7.559694957,0.463034761,99.244,62.9904,0.070796108,9.24,8218.2
10/13/08,621,7.733860277,0.501219311,99.244,72.0716,0.070796108,9.24,8218.2
10/19/08,621,7.733860277,0.501219311,99.244,80.0716,0.070796108,9.24,8218.2
6/7/09,621,7.757837757,0.486878693,99.244,62.1938,0.070796108,9.24,8218.2
9/25/12,621,8.239747402,0.51450533,99.244,137.0189,0.070796108,9.24,8218.2
6/29/97,621,7.031450484,0.532734309,124.366,51.3433,0.070796108,9.49,8218.2
8/10/97,621,7.031450484,0.532734309,124.366,108.5653,0.070796108,9.49,8218.2
11/7/05,621,7.732450805,0.410191869,124.366,72.4436,0.070796108,9.49,8218.2
7/17/07,621,7.559694957,0.463034761,124.366,68.7948,0.070796108,9.49,8218.2
